PMID,标题,摘要,关键词,主题词,期刊,年份
41858600,Acquired Reactive Perforating Collagenosis Treated with Upadacitinib: A Case Report and Literature Review.,"Acquired reactive perforating collagenosis (ARPC) is a rare perforating dermatosis linked to systemic diseases, with unclear pathogenesis and no standardized therapy. We report a 53-year-old male with ARPC who failed conventional treatments but improved rapidly with upadacitinib 15 mg/day for one month, followed by 15 mg every other day. After three months, most lesions resolved, leaving hyperpigmentation and scars. Literature review shows conflicting reports: one case of ARPC improved with upadacitinib, another developed ARPC during upadacitinib treatment for atopic dermatitis. Our findings suggest upadacitinib may be effective for ARPC, especially in pruritic patients, regardless of diabetes status.",Janus kinase inhibitor; reactive perforating collagenosis; upadacitinib,,"Clinical, cosmetic and investigational dermatology",2026
41858415,Development and Validation of a Machine Learning-Based Predictive Model for Peripheral Neuropathy Risk in Elderly Patients with Type 2 Diabetes.,,diabetic peripheral neuropathies; elderly; machine learning; predictive model; type 2 diabetes,,Risk management and healthcare policy,2026
41858333,"Combining network Pharmacology, molecular Simulation, and animal experiments to explore the molecular mechanisms of Tongxie Yaofang in the treatment of Diarrhea-Characterized irritable bowel syndrome comorbid with type 2 diabetes mellitus.",,IBS-D; Molecular docking; Molecule dynamics; Network pharmacology; T2DM; Tongxie Yaofang,,In silico pharmacology,2026
41858253,Periodontitis Induces B Cell-Macrophage Crosstalk to Exacerbate Glucose Dysregulation in Obesity.,"A growing consensus indicates that periodontitis (PD) adversely affects glycemic control in type 2 diabetes, though its underlying mechanisms remain unclear. Here, we report that PD, induced by long-term oral ligatures, significantly aggravated hyperglycemia and hepatic gluconeogenesis in high-fat diet-induced obese mice, with its impact on insulin resistance being more pronounced in the liver than in adipose or muscle tissue. Immunologically, PD increased systemic B cell abundance, promoted hepatic B2 cell mobilization, facilitated the expansion of Kupffer cells and adipose tissue macrophages, and activated the NLRP3 inflammasome. Depleting B cells significantly alleviated PD-induced glucose dysregulation, whereas adoptive transfer of B cells from PD mice exacerbated glucose dysregulation and Kupffer cell expansion in Rag1<sup>-/-</sup> mice. Mechanistically, upregulation of the interleukin (IL)-18 receptor was observed in PD-exposed B cells. IL-18 directly enhanced B cell proliferation, and hepatic macrophages from PD mice secreted elevated levels of IL-18, further driving B cell expansion. Neutralizing IL-18 or depleting macrophages significantly mitigated PD-associated metabolic and B cell abnormalities. Therefore, PD exacerbates hyperglycemia by promoting the pathogenic expansion of B cells and their crosstalk with macrophages via the IL-18 signaling axis. Targeting the NLRP3/IL-18 axis holds promise for preventing glucose dysregulation and aberrant immune cell interactions primed by PD.",B cell; NLRP3/IL‐18 axis; macrophage; periodontitis; type 2 diabetes,,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2026
41858102,Combination Versus Monotherapy in Acute Anti-LGI1 Encephalitis: A Real-World Dose Optimization Analysis.,,anti‐LGI1 encephalitis; efficacy; immunoglobulin; methylprednisolone; safety,,Neuropsychopharmacology reports,2026
41858100,Detection of Coronary Microvascular Dysfunction in Diabetic Mice Using Arterial Spin Labeling Cardiac MRI: A Multimodality Imaging Comparison.,,arterial spin labeling; coronary microvascular dysfunction; diabetes mellitus; multimodal imaging; transthoracic echocardiography,,Journal of magnetic resonance imaging : JMRI,2026
41858094,LncRNA VCAN-AS1 serves as a diagnostic biomarker and drives pathogenesis in diabetic nephropathy via the miR-205-5p/VEGFA axis.,,VCAN‐AS1; VEGFA; biomarker; diabetic nephropathy; kidney dysfunction; miR‐205‐5p,,Diabetic medicine : a journal of the British Diabetic Association,2026
41857864,Association between medication adherence and glycaemic control among patients with type 2 diabetes in Luzhou: a retrospective cohort study (2018-2023).,,blood glucose control; diabetes mellitus; medication adherence,,BMJ open,2026
41857742,"Osteoarthritis and cardiometabolic diseases: shared mechanisms, modifiable risk factors, and integrated management strategies.",,GLP-1 receptor agonists; Osteoarthritis; cardiometabolic disease; inflammation; integrated care; lifestyle intervention; metabolic syndrome; obesity,,Expert review of clinical pharmacology,2026
41857713,The body mass index-glucose index as a new tool for early detection of the risk of dysglycemia in patients with hypertension and obstructive sleep apnea.,,Body mass index-glucose index; Dysglycemia; Hypertension; Obstructive sleep apnea; Retrospective cohort,,BMC endocrine disorders,2026
41857632,Multidimensional health poverty among diabetic adults in China: evidence from the China Kadoorie Biobank.,,Diabetes; Health equity; Multidimensional health poverty; Socioeconomic disparities; Survival inequality,,Archives of public health = Archives belges de sante publique,2026
41857630,Neuro-immune interactions underlying autoimmune diseases: insights from brain imaging data.,"Autoimmune diseases (AIDs) result from intricate interactions among genetic, environmental and immune factors, with emerging evidence underscoring the role of the central nervous system (CNS) in their pathogenesis. In this study, we utilized two-sample Mendelian randomization to systematically explore the causal relationships between 3,935 brain imaging-derived phenotypes (IDPs) and eight AIDs, including atopic dermatitis, inflammatory bowel disease, lupus erythematosus, multiple sclerosis, myasthenia gravis, psoriasis, rheumatoid arthritis and type 1 diabetes. We identified nine IDPs with causal associations to eight representative AIDs. Mediation analysis uncovered eight potential immune cells or inflammatory factors bridging IDPs and AIDs. These findings provide compelling evidence for the CNS's involvement in autoimmune progresses through neuro-immune pathways and underscore potential diagnostic and therapeutic targets within the neuro-immune axis. This study introduces a novel framework for investigating interdisciplinary interventions that target CNS-immune interactions in the context of AIDs.",AIDs; CNS; IDPs; Migraine,,Molecular brain,2026
